ENTREZID	PATHWAY_TERM	SYMBOL	perc.genes
51398	NA	WDR83OS	0.861578890914942
51399	NA	TRAPPC4	0.861578890914942
514	NA	ATP5F1E	0.861578890914942
5140	NA	PDE3B	0.861578890914942
5140	CCKR signaling map	PDE3B	0.0578140083664057
5140	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE3B	0.00981443741284994
51400	NA	PPME1	0.861578890914942
51406	NA	NOL7	0.861578890914942
51409	NA	HEMK1	0.861578890914942
5141	NA	PDE4A	0.861578890914942
5141	CCKR signaling map	PDE4A	0.0578140083664057
5141	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE4A	0.00981443741284994
51411	NA	BIN2	0.861578890914942
51412	NA	ACTL6B	0.861578890914942
51412	Alzheimer disease-presenilin pathway	ACTL6B	0.0163037648825485
51412	Cadherin signaling pathway	ACTL6B	0.0174300117987772
51412	Cytoskeletal regulation by Rho GTPase	ACTL6B	0.0153920411884587
51412	Huntington disease	ACTL6B	0.0274053416282313
51412	Inflammation mediated by chemokine and cytokine signaling pathway	ACTL6B	0.0403839965676284
51412	Integrin signalling pathway	ACTL6B	0.0322857449318889
51412	Nicotinic acetylcholine receptor signaling pathway	ACTL6B	0.0144266866888341
51412	Wnt signaling pathway	ACTL6B	0.0381315027351711
5142	NA	PDE4B	0.861578890914942
5142	CCKR signaling map	PDE4B	0.0578140083664057
5142	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE4B	0.00981443741284994
51421	NA	AMOTL2	0.861578890914942
51422	Gonadotropin-releasing hormone receptor pathway	PRKAG2	0.0669312453073045
51422	p53 pathway by glucose deprivation	PRKAG2	0.00713289713611498
51426	NA	POLK	0.861578890914942
51427	NA	ZNF107	0.861578890914942
51428	NA	DDX41	0.861578890914942
51429	NA	SNX9	0.861578890914942
5143	NA	PDE4C	0.861578890914942
5143	CCKR signaling map	PDE4C	0.0578140083664057
5143	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE4C	0.00981443741284994
51430	NA	SUCO	0.861578890914942
51433	NA	ANAPC5	0.861578890914942
51434	NA	ANAPC7	0.861578890914942
51435	NA	SCARA3	0.861578890914942
51438	NA	MAGEC2	0.861578890914942
51439	NA	FAM8A1	0.861578890914942
5144	NA	PDE4D	0.861578890914942
5144	CCKR signaling map	PDE4D	0.0578140083664057
5144	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE4D	0.00981443741284994
51440	NA	HPCAL4	0.861578890914942
51440	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	HPCAL4	0.00981443741284994
51441	NA	YTHDF2	0.861578890914942
51442	NA	VGLL1	0.861578890914942
51444	NA	RNF138	0.861578890914942
51447	NA	IP6K2	0.861578890914942
51449	NA	PCYOX1	0.861578890914942
5145	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE6A	0.00981443741284994
5145	CCKR signaling map	PDE6A	0.0578140083664057
51450	Gonadotropin-releasing hormone receptor pathway	PRRX2	0.0669312453073045
51451	NA	LCMT1	0.861578890914942
51454	NA	GULP1	0.861578890914942
51454	Notch signaling pathway	GULP1	0.00536308055346991
51455	NA	REV1	0.861578890914942
51458	NA	RHCG	0.861578890914942
5146	NA	PDE6C	0.861578890914942
5146	CCKR signaling map	PDE6C	0.0578140083664057
5146	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE6C	0.00981443741284994
51460	NA	SFMBT1	0.861578890914942
51463	NA	GPR89B	0.861578890914942
51465	NA	UBE2J1	0.861578890914942
51466	Cytoskeletal regulation by Rho GTPase	EVL	0.0153920411884587
51466	Axon guidance mediated by Slit/Robo	EVL	0.010511637884801
51466	Axon guidance mediated by netrin	EVL	0.00568486538667811
51466	Integrin signalling pathway	EVL	0.0322857449318889
5147	NA	PDE6D	0.861578890914942
51471	NA	NAT8B	0.861578890914942
51473	NA	DCDC2	0.861578890914942
51474	NA	LIMA1	0.861578890914942
51475	NA	CABP2	0.861578890914942
51475	B cell activation	CABP2	0.0215059530194144
51475	CCKR signaling map	CABP2	0.0578140083664057
51475	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	CABP2	0.0163037648825485
51475	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	CABP2	0.00981443741284994
51475	T cell activation	CABP2	0.0224176767135042
51477	NA	ISYNA1	0.861578890914942
51478	Androgen/estrogene/progesterone biosynthesis	HSD17B7	0.00252064786013086
51479	NA	ANKFY1	0.861578890914942
5148	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE6G	0.00981443741284994
51480	NA	VCX2	0.861578890914942
51481	NA	VCX3A	0.861578890914942
5149	NA	PDE6H	0.861578890914942
5149	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE6H	0.00981443741284994
51490	NA	SPOUT1	0.861578890914942
51491	NA	NOP16	0.861578890914942
51493	DNA replication	RTCB	0.00359326397082484
51495	NA	HACD3	0.861578890914942
51496	NA	CTDSPL2	0.861578890914942
51497	NA	NELFCD	0.861578890914942
51499	NA	TRIAP1	0.861578890914942
515	NA	ATP5PB	0.861578890914942
5150	NA	PDE7A	0.861578890914942
5150	CCKR signaling map	PDE7A	0.0578140083664057
5150	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE7A	0.00981443741284994
51501	NA	HIKESHI	0.861578890914942
51503	NA	CWC15	0.861578890914942
51504	NA	TRMT112	0.861578890914942
51506	NA	UFC1	0.861578890914942
51507	NA	RTF2	0.861578890914942
5151	NA	PDE8A	0.861578890914942
5151	CCKR signaling map	PDE8A	0.0578140083664057
5151	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE8A	0.00981443741284994
51510	NA	CHMP5	0.861578890914942
51512	p53 pathway	GTSE1	0.0235975544352676
51513	NA	ETV7	0.861578890914942
51513	Angiogenesis	ETV7	0.0381851335407058
51513	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	ETV7	0.0139976402445565
51513	CCKR signaling map	ETV7	0.0578140083664057
51513	Gonadotropin-releasing hormone receptor pathway	ETV7	0.0669312453073045
51513	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	ETV7	0.0134613321892095
51513	Interleukin signaling pathway	ETV7	0.024777432157031
51513	Oxidative stress response	ETV7	0.00970717580178054
51513	PDGF signaling pathway	ETV7	0.0322321141263542
51513	Parkinson disease	ETV7	0.0168937037434302
51513	Ras Pathway	ETV7	0.0177517966319854
51513	Toll receptor signaling pathway	ETV7	0.014802102327577
51513	VEGF signaling pathway	ETV7	0.0212914297972756
51513	p38 MAPK pathway	ETV7	0.0134613321892095
51514	NA	DTL	0.861578890914942
51517	NA	NCKIPSD	0.861578890914942
5152	NA	PDE9A	0.861578890914942
5152	CCKR signaling map	PDE9A	0.0578140083664057
5152	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE9A	0.00981443741284994
51520	NA	LARS	0.861578890914942
51522	NA	TMEM14C	0.861578890914942
51523	NA	CXXC5	0.861578890914942
51524	NA	TMEM138	0.861578890914942
51526	NA	OSER1	0.861578890914942
51527	NA	GSKIP	0.861578890914942
51528	NA	JKAMP	0.861578890914942
51529	NA	ANAPC11	0.861578890914942
5153	NA	PDE1B	0.861578890914942
5153	CCKR signaling map	PDE1B	0.0578140083664057
5153	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE1B	0.00981443741284994
51530	NA	ZC3HC1	0.861578890914942
51531	NA	TRMO	0.861578890914942
51533	NA	PHF7	0.861578890914942
51535	NA	PPHLN1	0.861578890914942
51537	NA	MTFP1	0.861578890914942
51538	NA	ZCCHC17	0.861578890914942
5154	Angiogenesis	PDGFA	0.0381851335407058
5154	PDGF signaling pathway	PDGFA	0.0322321141263542
51540	NA	SCLY	0.861578890914942
51542	NA	VPS54	0.861578890914942
51547	NA	SIRT7	0.861578890914942
51547	p53 pathway	SIRT7	0.0235975544352676
51548	NA	SIRT6	0.861578890914942
51548	p53 pathway	SIRT6	0.0235975544352676
5155	Angiogenesis	PDGFB	0.0381851335407058
5155	PDGF signaling pathway	PDGFB	0.0322321141263542
51550	Cell cycle	CINP	0.00488040330365762
51552	NA	RAB14	0.861578890914942
51552	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB14	0.0230076155743859
51552	Huntington disease	RAB14	0.0274053416282313
51552	Integrin signalling pathway	RAB14	0.0322857449318889
51552	PDGF signaling pathway	RAB14	0.0322321141263542
51552	Synaptic vesicle trafficking	RAB14	0.00858092888555186
51552	TGF-beta signaling pathway	RAB14	0.0191998283814223
51554	NA	ACKR4	0.861578890914942
51554	Axon guidance mediated by Slit/Robo	ACKR4	0.010511637884801
51554	Inflammation mediated by chemokine and cytokine signaling pathway	ACKR4	0.0403839965676284
51554	Interleukin signaling pathway	ACKR4	0.024777432157031
51555	NA	PEX5L	0.861578890914942
51557	Glutamine glutamate conversion	LGSN	0.000214523222138797
51559	NA	NT5DC3	0.861578890914942
5156	Angiogenesis	PDGFRA	0.0381851335407058
5156	PDGF signaling pathway	PDGFRA	0.0322321141263542
5156	Alzheimer disease-presenilin pathway	PDGFRA	0.0163037648825485
5156	Cadherin signaling pathway	PDGFRA	0.0174300117987772
5156	EGF receptor signaling pathway	PDGFRA	0.0227930923522471
5156	FGF signaling pathway	PDGFRA	0.0230612463799206
5156	Gonadotropin-releasing hormone receptor pathway	PDGFRA	0.0669312453073045
5156	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	PDGFRA	0.0134613321892095
5156	Insulin/IGF pathway-protein kinase B signaling cascade	PDGFRA	0.011584253995495
5156	PI3 kinase pathway	PDGFRA	0.0210232757696021
5156	VEGF signaling pathway	PDGFRA	0.0212914297972756
51560	NA	RAB6B	0.861578890914942
51560	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB6B	0.0230076155743859
51560	Huntington disease	RAB6B	0.0274053416282313
51560	Integrin signalling pathway	RAB6B	0.0322857449318889
51560	PDGF signaling pathway	RAB6B	0.0322321141263542
51560	Synaptic vesicle trafficking	RAB6B	0.00858092888555186
51560	TGF-beta signaling pathway	RAB6B	0.0191998283814223
51561	Interleukin signaling pathway	IL23A	0.024777432157031
51562	NA	MBIP	0.861578890914942
51564	CCKR signaling map	HDAC7	0.0578140083664057
51564	Wnt signaling pathway	HDAC7	0.0381315027351711
51564	p53 pathway	HDAC7	0.0235975544352676
51566	NA	ARMCX3	0.861578890914942
51567	NA	TDP2	0.861578890914942
51569	NA	UFM1	0.861578890914942
5157	PDGF signaling pathway	PDGFRL	0.0322321141263542
51571	NA	FAM49B	0.861578890914942
51573	NA	GDE1	0.861578890914942
51574	NA	LARP7	0.861578890914942
51575	NA	ESF1	0.861578890914942
5158	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	PDE6B	0.00981443741284994
5158	CCKR signaling map	PDE6B	0.0578140083664057
51582	Ornithine degradation	AZIN1	0.000697200471951089
51582	CCKR signaling map	AZIN1	0.0578140083664057
51585	NA	PCF11	0.861578890914942
51586	NA	MED15	0.861578890914942
51588	Interferon-gamma signaling pathway	PIAS4	0.00670385069183739
51588	JAK/STAT signaling pathway	PIAS4	0.00568486538667811
5159	Angiogenesis	PDGFRB	0.0381851335407058
5159	PDGF signaling pathway	PDGFRB	0.0322321141263542
5159	Alzheimer disease-presenilin pathway	PDGFRB	0.0163037648825485
5159	Cadherin signaling pathway	PDGFRB	0.0174300117987772
5159	EGF receptor signaling pathway	PDGFRB	0.0227930923522471
5159	FGF signaling pathway	PDGFRB	0.0230612463799206
5159	Gonadotropin-releasing hormone receptor pathway	PDGFRB	0.0669312453073045
5159	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	PDGFRB	0.0134613321892095
5159	Insulin/IGF pathway-protein kinase B signaling cascade	PDGFRB	0.011584253995495
5159	PI3 kinase pathway	PDGFRB	0.0210232757696021
5159	VEGF signaling pathway	PDGFRB	0.0212914297972756
51592	NA	TRIM33	0.861578890914942
51593	NA	SRRT	0.861578890914942
51594	NA	NBAS	0.861578890914942
51596	NA	CUTA	0.861578890914942
51599	NA	LSR	0.861578890914942
516	NA	ATP5MC1	0.861578890914942
5160	Pyruvate metabolism	PDHA1	0.00107261611069398
5160	TCA cycle	PDHA1	0.000911723694089885
51601	NA	LIPT1	0.861578890914942
51602	NA	NOP58	0.861578890914942
51603	NA	EEF1AKNMT	0.861578890914942
51604	NA	PIGT	0.861578890914942
51605	NA	TRMT6	0.861578890914942
51606	NA	ATP6V1H	0.861578890914942
51608	NA	GET4	0.861578890914942
5161	Pyruvate metabolism	PDHA2	0.00107261611069398
5161	TCA cycle	PDHA2	0.000911723694089885
51611	NA	DPH5	0.861578890914942
51614	NA	ERGIC3	0.861578890914942
51616	General transcription regulation	TAF9B	0.00273517108226966
51616	Transcription regulation by bZIP transcription factor	TAF9B	0.00820551324680897
51617	NA	NSG2	0.861578890914942
51619	Ubiquitin proteasome pathway	UBE2D4	0.00713289713611498
51619	Parkinson disease	UBE2D4	0.0168937037434302
5162	NA	PDHB	0.861578890914942
51621	NA	KLF13	0.861578890914942
51621	CCKR signaling map	KLF13	0.0578140083664057
51621	Gonadotropin-releasing hormone receptor pathway	KLF13	0.0669312453073045
51621	Huntington disease	KLF13	0.0274053416282313
51622	NA	CCZ1	0.861578890914942
51626	NA	DYNC2LI1	0.861578890914942
51629	NA	SLC25A39	0.861578890914942
5163	NA	PDK1	0.861578890914942
5163	TCA cycle	PDK1	0.000911723694089885
51631	NA	LUC7L2	0.861578890914942
51633	NA	OTUD6B	0.861578890914942
51634	NA	RBMX2	0.861578890914942
51635	NA	DHRS7	0.861578890914942
51637	NA	RTRAF	0.861578890914942
51639	NA	SF3B6	0.861578890914942
5164	TCA cycle	PDK2	0.000911723694089885
51642	NA	MRPL48	0.861578890914942
51643	NA	TMBIM4	0.861578890914942
51643	Apoptosis signaling pathway	TMBIM4	0.0195216132146305
51643	Metabotropic glutamate receptor group I pathway	TMBIM4	0.006060281025421
51645	NA	PPIL1	0.861578890914942
51646	NA	YPEL5	0.861578890914942
51647	NA	CIAO2B	0.861578890914942
51649	NA	MRPS23	0.861578890914942
5165	NA	PDK3	0.861578890914942
5165	TCA cycle	PDK3	0.000911723694089885
51650	NA	MRPS33	0.861578890914942
51651	NA	PTRH2	0.861578890914942
51652	NA	CHMP3	0.861578890914942
51654	NA	CDK5RAP1	0.861578890914942
51655	NA	RASD1	0.861578890914942
51655	Angiogenesis	RASD1	0.0381851335407058
51655	B cell activation	RASD1	0.0215059530194144
51655	CCKR signaling map	RASD1	0.0578140083664057
51655	EGF receptor signaling pathway	RASD1	0.0227930923522471
51655	FGF signaling pathway	RASD1	0.0230612463799206
51655	Gonadotropin-releasing hormone receptor pathway	RASD1	0.0669312453073045
51655	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RASD1	0.0163037648825485
51655	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RASD1	0.0230076155743859
51655	Inflammation mediated by chemokine and cytokine signaling pathway	RASD1	0.0403839965676284
51655	Integrin signalling pathway	RASD1	0.0322857449318889
51655	Interleukin signaling pathway	RASD1	0.024777432157031
51655	PDGF signaling pathway	RASD1	0.0322321141263542
51655	PI3 kinase pathway	RASD1	0.0210232757696021
51655	Ras Pathway	RASD1	0.0177517966319854
51655	T cell activation	RASD1	0.0224176767135042
51655	TGF-beta signaling pathway	RASD1	0.0191998283814223
51655	VEGF signaling pathway	RASD1	0.0212914297972756
51655	p53 pathway by glucose deprivation	RASD1	0.00713289713611498
51655	p53 pathway feedback loops 2	RASD1	0.0127105009117237
51657	Oxidative stress response	STYXL1	0.00970717580178054
51657	Cytoskeletal regulation by Rho GTPase	STYXL1	0.0153920411884587
51657	Gonadotropin-releasing hormone receptor pathway	STYXL1	0.0669312453073045
51657	p38 MAPK pathway	STYXL1	0.0134613321892095
51659	NA	GINS2	0.861578890914942
5166	NA	PDK4	0.861578890914942
5166	TCA cycle	PDK4	0.000911723694089885
51660	NA	MPC1	0.861578890914942
51661	NA	FKBP7	0.861578890914942
51661	TGF-beta signaling pathway	FKBP7	0.0191998283814223
51663	NA	ZFR	0.861578890914942
51663	Apoptosis signaling pathway	ZFR	0.0195216132146305
51665	NA	ASB1	0.861578890914942
51666	NA	ASB4	0.861578890914942
51667	NA	NUB1	0.861578890914942
51668	NA	HSPB11	0.861578890914942
51669	NA	SARAF	0.861578890914942
5167	NA	ENPP1	0.861578890914942
51673	NA	TPPP3	0.861578890914942
51676	NA	ASB2	0.861578890914942
51678	NA	MPP6	0.861578890914942
51678	Inflammation mediated by chemokine and cytokine signaling pathway	MPP6	0.0403839965676284
51678	Parkinson disease	MPP6	0.0168937037434302
5168	NA	ENPP2	0.861578890914942
51684	Hedgehog signaling pathway	SUFU	0.00756194358039258
51686	NA	OAZ3	0.861578890914942
5169	NA	ENPP3	0.861578890914942
51690	NA	LSM7	0.861578890914942
51691	NA	LSM8	0.861578890914942
51692	NA	CPSF3	0.861578890914942
51696	NA	HECA	0.861578890914942
51699	NA	VPS29	0.861578890914942
517	NA	ATP5MC2	0.861578890914942
5170	CCKR signaling map	PDPK1	0.0578140083664057
5170	Inflammation mediated by chemokine and cytokine signaling pathway	PDPK1	0.0403839965676284
5170	Insulin/IGF pathway-protein kinase B signaling cascade	PDPK1	0.011584253995495
5170	Interleukin signaling pathway	PDPK1	0.024777432157031
5170	PDGF signaling pathway	PDPK1	0.0322321141263542
5170	PI3 kinase pathway	PDPK1	0.0210232757696021
5170	Ras Pathway	PDPK1	0.0177517966319854
5170	p53 pathway	PDPK1	0.0235975544352676
5170	p53 pathway feedback loops 2	PDPK1	0.0127105009117237
5170	5HT2 type receptor mediated signaling pathway	PDPK1	0.0109406843290786
5170	Alpha adrenergic receptor signaling pathway	PDPK1	0.0062748042475598
5170	Alzheimer disease-amyloid secretase pathway	PDPK1	0.0114769923844256
5170	Angiogenesis	PDPK1	0.0381851335407058
5170	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	PDPK1	0.0139976402445565
5170	Apoptosis signaling pathway	PDPK1	0.0195216132146305
5170	B cell activation	PDPK1	0.0215059530194144
5170	EGF receptor signaling pathway	PDPK1	0.0227930923522471
5170	Endothelin signaling pathway	PDPK1	0.0129250241338625
5170	FAS signaling pathway	PDPK1	0.0138367478279524
5170	FGF signaling pathway	PDPK1	0.0230612463799206
5170	Gonadotropin-releasing hormone receptor pathway	PDPK1	0.0669312453073045
5170	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	PDPK1	0.0230076155743859
5170	Histamine H1 receptor mediated signaling pathway	PDPK1	0.00509492652579642
5170	Huntington disease	PDPK1	0.0274053416282313
5170	Hypoxia response via HIF activation	PDPK1	0.00573849619221281
5170	Metabotropic glutamate receptor group I pathway	PDPK1	0.006060281025421
5170	Muscarinic acetylcholine receptor 1 and 3 signaling pathway	PDPK1	0.0101898530515928
5170	Oxytocin receptor mediated signaling pathway	PDPK1	0.00842003646894776
5170	T cell activation	PDPK1	0.0224176767135042
5170	Thyrotropin-releasing hormone receptor signaling pathway	PDPK1	0.00927812935750295
5170	VEGF signaling pathway	PDPK1	0.0212914297972756
5170	Wnt signaling pathway	PDPK1	0.0381315027351711
5170	p53 pathway by glucose deprivation	PDPK1	0.00713289713611498
51700	NA	CYB5R2	0.861578890914942
51701	Wnt signaling pathway	NLK	0.0381315027351711
51701	Alzheimer disease-amyloid secretase pathway	NLK	0.0114769923844256
51701	Angiogenesis	NLK	0.0381851335407058
51701	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	NLK	0.0139976402445565
51701	Apoptosis signaling pathway	NLK	0.0195216132146305
51701	B cell activation	NLK	0.0215059530194144
51701	CCKR signaling map	NLK	0.0578140083664057
51701	EGF receptor signaling pathway	NLK	0.0227930923522471
51701	Endothelin signaling pathway	NLK	0.0129250241338625
51701	FAS signaling pathway	NLK	0.0138367478279524
51701	FGF signaling pathway	NLK	0.0230612463799206
51701	Gonadotropin-releasing hormone receptor pathway	NLK	0.0669312453073045
51701	Huntington disease	NLK	0.0274053416282313
51701	Inflammation mediated by chemokine and cytokine signaling pathway	NLK	0.0403839965676284
51701	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	NLK	0.0134613321892095
51701	Integrin signalling pathway	NLK	0.0322857449318889
51701	Interferon-gamma signaling pathway	NLK	0.00670385069183739
51701	Interleukin signaling pathway	NLK	0.024777432157031
51701	JAK/STAT signaling pathway	NLK	0.00568486538667811
51701	Oxidative stress response	NLK	0.00970717580178054
51701	PDGF signaling pathway	NLK	0.0322321141263542
51701	Parkinson disease	NLK	0.0168937037434302
51701	Ras Pathway	NLK	0.0177517966319854
51701	T cell activation	NLK	0.0224176767135042
51701	TGF-beta signaling pathway	NLK	0.0191998283814223
51701	Toll receptor signaling pathway	NLK	0.014802102327577
51701	VEGF signaling pathway	NLK	0.0212914297972756
51701	p38 MAPK pathway	NLK	0.0134613321892095
51701	p53 pathway feedback loops 2	NLK	0.0127105009117237
51702	NA	PADI3	0.861578890914942
51703	NA	ACSL5	0.861578890914942
51704	NA	GPRC5B	0.861578890914942
51705	NA	EMCN	0.861578890914942
51706	NA	CYB5R1	0.861578890914942
51710	NA	ZNF44	0.861578890914942
51714	NA	SELENOT	0.861578890914942
51715	NA	RAB23	0.861578890914942
51715	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB23	0.0230076155743859
51715	Huntington disease	RAB23	0.0274053416282313
51715	Integrin signalling pathway	RAB23	0.0322857449318889
51715	PDGF signaling pathway	RAB23	0.0322321141263542
51715	Synaptic vesicle trafficking	RAB23	0.00858092888555186
51715	TGF-beta signaling pathway	RAB23	0.0191998283814223
51719	NA	CAB39	0.861578890914942
5172	NA	SLC26A4	0.861578890914942
51720	NA	UIMC1	0.861578890914942
51725	NA	FBXO40	0.861578890914942
51726	NA	DNAJB11	0.861578890914942
51727	De novo purine biosynthesis	CMPK1	0.00198433980478387
51727	De novo pyrimidine ribonucleotides biosythesis	CMPK1	0.00144803174943688
51727	Salvage pyrimidine ribonucleotides	CMPK1	0.00144803174943688
51728	NA	POLR3K	0.861578890914942
51728	Transcription regulation by bZIP transcription factor	POLR3K	0.00820551324680897
51729	NA	WBP11	0.861578890914942
5173	Enkephalin release	PDYN	0.00455861847044943
5173	Opioid prodynorphin pathway	PDYN	0.00530944974793521
5173	Opioid proenkephalin pathway	PDYN	0.0060066502198863
51733	Pyrimidine Metabolism	UPB1	0.000697200471951089
51734	NA	MSRB1	0.861578890914942
51735	NA	RAPGEF6	0.861578890914942
51735	Angiogenesis	RAPGEF6	0.0381851335407058
51735	B cell activation	RAPGEF6	0.0215059530194144
51735	CCKR signaling map	RAPGEF6	0.0578140083664057
51735	EGF receptor signaling pathway	RAPGEF6	0.0227930923522471
51735	FGF signaling pathway	RAPGEF6	0.0230612463799206
51735	Gonadotropin-releasing hormone receptor pathway	RAPGEF6	0.0669312453073045
51735	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAPGEF6	0.0230076155743859
51735	Inflammation mediated by chemokine and cytokine signaling pathway	RAPGEF6	0.0403839965676284
51735	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RAPGEF6	0.0134613321892095
51735	Integrin signalling pathway	RAPGEF6	0.0322857449318889
51735	Interleukin signaling pathway	RAPGEF6	0.024777432157031
51735	PDGF signaling pathway	RAPGEF6	0.0322321141263542
51735	PI3 kinase pathway	RAPGEF6	0.0210232757696021
51735	Ras Pathway	RAPGEF6	0.0177517966319854
51735	T cell activation	RAPGEF6	0.0224176767135042
51738	NA	GHRL	0.861578890914942
5174	NA	PDZK1	0.861578890914942
51741	NA	WWOX	0.861578890914942
51741	Pentose phosphate pathway	WWOX	0.00112624691622868
51742	NA	ARID4B	0.861578890914942
51744	NA	CD244	0.861578890914942
51747	NA	LUC7L3	0.861578890914942
5175	NA	PECAM1	0.861578890914942
51750	NA	RTEL1	0.861578890914942
51751	NA	HIGD1B	0.861578890914942
51752	NA	ERAP1	0.861578890914942
51754	NA	TMEM8B	0.861578890914942
51755	NA	CDK12	0.861578890914942
51755	Axon guidance mediated by semaphorins	CDK12	0.0102434838571275
51755	Cell cycle	CDK12	0.00488040330365762
51755	Dopamine receptor mediated signaling pathway	CDK12	0.0150166255497158
51755	EGF receptor signaling pathway	CDK12	0.0227930923522471
51755	Insulin/IGF pathway-protein kinase B signaling cascade	CDK12	0.011584253995495
51755	Nicotine pharmacodynamics pathway	CDK12	0.0144803174943688
51755	PDGF signaling pathway	CDK12	0.0322321141263542
51755	p53 pathway	CDK12	0.0235975544352676
51755	p53 pathway feedback loops 2	CDK12	0.0127105009117237
51759	NA	C9orf78	0.861578890914942
5176	NA	SERPINF1	0.861578890914942
5176	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SERPINF1	0.0139976402445565
5176	Blood coagulation	SERPINF1	0.0147484715220423
5176	CCKR signaling map	SERPINF1	0.0578140083664057
5176	Plasminogen activating cascade	SERPINF1	0.00573849619221281
5176	Toll pathway-drosophila	SERPINF1	0.00289606349887375
5176	p53 pathway	SERPINF1	0.0235975544352676
51760	NA	SYT17	0.861578890914942
51760	Gonadotropin-releasing hormone receptor pathway	SYT17	0.0669312453073045
51760	Synaptic vesicle trafficking	SYT17	0.00858092888555186
51761	NA	ATP8A2	0.861578890914942
51762	NA	RAB8B	0.861578890914942
51762	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAB8B	0.0230076155743859
51762	Huntington disease	RAB8B	0.0274053416282313
51762	Integrin signalling pathway	RAB8B	0.0322857449318889
51762	PDGF signaling pathway	RAB8B	0.0322321141263542
51762	Synaptic vesicle trafficking	RAB8B	0.00858092888555186
51762	TGF-beta signaling pathway	RAB8B	0.0191998283814223
51763	NA	INPP5K	0.861578890914942
51763	Huntington disease	INPP5K	0.0274053416282313
51763	Inflammation mediated by chemokine and cytokine signaling pathway	INPP5K	0.0403839965676284
51763	Insulin/IGF pathway-protein kinase B signaling cascade	INPP5K	0.011584253995495
51763	PI3 kinase pathway	INPP5K	0.0210232757696021
51764	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	GNG13	0.0163037648825485
51764	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	GNG13	0.0230076155743859
51764	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	GNG13	0.00981443741284994
51764	Wnt signaling pathway	GNG13	0.0381315027351711
51765	NA	STK26	0.861578890914942
51765	Angiogenesis	STK26	0.0381851335407058
51765	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	STK26	0.0139976402445565
51765	Apoptosis signaling pathway	STK26	0.0195216132146305
51765	Axon guidance mediated by semaphorins	STK26	0.0102434838571275
51765	B cell activation	STK26	0.0215059530194144
51765	CCKR signaling map	STK26	0.0578140083664057
51765	Cytoskeletal regulation by Rho GTPase	STK26	0.0153920411884587
51765	EGF receptor signaling pathway	STK26	0.0227930923522471
51765	Endothelin signaling pathway	STK26	0.0129250241338625
51765	FAS signaling pathway	STK26	0.0138367478279524
51765	FGF signaling pathway	STK26	0.0230612463799206
51765	Gonadotropin-releasing hormone receptor pathway	STK26	0.0669312453073045
51765	Huntington disease	STK26	0.0274053416282313
51765	Inflammation mediated by chemokine and cytokine signaling pathway	STK26	0.0403839965676284
51765	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	STK26	0.0134613321892095
51765	Integrin signalling pathway	STK26	0.0322857449318889
51765	Interleukin signaling pathway	STK26	0.024777432157031
